date,city,store,product_category,unit_price,quantity,total_sales,year,month
2024-06-18,Stuttgart,Aldi,Bakery,2.24,18,40.32,2024,6
2024-01-13,Hamburg,Edeka,Bakery,2.23,2,4.46,2024,1
2024-01-11,Stuttgart,REWE,Dairy,1.86,15,27.9,2024,1
2023-03-29,Munich,REWE,Household,10.03,20,200.6,2023,3
2024-09-15,Hamburg,Aldi,Beverages,3.2,10,32.0,2024,9
2023-04-21,Stuttgart,REWE,Snacks,0.83,10,8.3,2023,4
2024-08-06,Stuttgart,Edeka,Beverages,4.5,10,45.0,2024,8
2023-06-03,Frankfurt,REWE,Snacks,2.11,18,37.98,2023,6
2024-04-07,Berlin,Lidl,Snacks,1.23,7,8.61,2024,4
2024-07-22,Cologne,REWE,Bakery,0.98,16,15.68,2024,7
2023-06-05,Hamburg,Aldi,Household,4.49,5,22.45,2023,6
2024-09-16,Leipzig,Aldi,Bakery,2.43,15,36.45,2024,9
2023-11-14,Frankfurt,REWE,Household,2.85,19,54.15,2023,11
2024-07-12,Cologne,REWE,Produce,3.27,17,55.59,2024,7
2023-08-26,Stuttgart,Lidl,Bakery,1.67,9,15.03,2023,8
2023-11-30,Frankfurt,REWE,Produce,4.84,16,77.44,2023,11
2023-04-16,Leipzig,Edeka,Household,12.26,9,110.34,2023,4
2024-04-26,Munich,Lidl,Snacks,1.01,4,4.04,2024,4
2024-11-29,Munich,Edeka,Dairy,3.44,15,51.6,2024,11
2024-11-01,Munich,Lidl,Household,12.81,18,230.58,2024,11
2024-12-10,Stuttgart,Edeka,Beverages,5.34,9,48.06,2024,12
2024-01-17,Cologne,Edeka,Beverages,3.73,1,3.73,2024,1
2024-11-19,Cologne,Edeka,Dairy,3.99,19,75.81,2024,11
2023-09-18,Munich,Edeka,Dairy,3.62,5,18.1,2023,9
2023-10-20,Stuttgart,REWE,Household,9.36,4,37.44,2023,10
2023-12-01,Cologne,REWE,Bakery,2.15,4,8.6,2023,12
2024-10-16,Munich,Aldi,Snacks,0.71,15,10.65,2024,10
2024-12-09,Hamburg,REWE,Household,9.99,7,69.93,2024,12
2024-04-20,Munich,Aldi,Household,5.18,11,56.98,2024,4
2023-08-13,Stuttgart,Edeka,Beverages,2.14,18,38.52,2023,8
2024-07-08,Berlin,Lidl,Dairy,1.33,12,15.96,2024,7
2024-03-29,Hamburg,Lidl,Snacks,2.61,3,7.83,2024,3
2024-10-24,Stuttgart,REWE,Household,10.83,6,64.98,2024,10
2023-10-23,Leipzig,Edeka,Beverages,3.09,9,27.81,2023,10
2024-07-28,Munich,Aldi,Snacks,2.01,16,32.16,2024,7
2024-10-03,Berlin,Aldi,Produce,3.92,5,19.6,2024,10
2024-04-07,Munich,Aldi,Beverages,1.77,5,8.85,2024,4
2023-08-02,Hamburg,Lidl,Produce,1.53,9,13.77,2023,8
2024-08-07,Munich,Aldi,Household,14.25,17,242.25,2024,8
2024-09-07,Cologne,Lidl,Snacks,3.5,8,28.0,2024,9
2023-06-07,Munich,Edeka,Bakery,2.44,17,41.48,2023,6
2023-09-29,Hamburg,Lidl,Dairy,2.51,14,35.14,2023,9
2023-08-26,Frankfurt,Edeka,Produce,0.87,4,3.48,2023,8
2023-10-30,Munich,REWE,Bakery,2.95,6,17.7,2023,10
2024-10-31,Cologne,REWE,Beverages,3.34,17,56.78,2024,10
2024-09-12,Leipzig,Lidl,Dairy,2.79,1,2.79,2024,9
2024-06-04,Hamburg,REWE,Snacks,3.31,18,59.58,2024,6
2023-11-17,Berlin,REWE,Household,13.97,19,265.43,2023,11
2023-02-28,Frankfurt,Edeka,Dairy,4.19,7,29.33,2023,2
2023-12-24,Leipzig,Edeka,Bakery,1.11,10,11.1,2023,12
2024-12-04,Stuttgart,Lidl,Bakery,2.03,16,32.48,2024,12
2024-10-09,Munich,Lidl,Beverages,4.32,19,82.08,2024,10
2023-09-08,Hamburg,Aldi,Snacks,1.09,10,10.9,2023,9
2024-03-11,Cologne,Aldi,Beverages,5.7,3,17.1,2024,3
2023-05-26,Cologne,REWE,Household,9.49,3,28.47,2023,5
2023-12-18,Hamburg,REWE,Snacks,2.37,12,28.44,2023,12
2024-07-23,Leipzig,Edeka,Household,3.65,19,69.35,2024,7
2024-11-19,Cologne,Lidl,Household,2.23,19,42.37,2024,11
2023-09-02,Stuttgart,Aldi,Beverages,4.22,19,80.18,2023,9
2024-07-13,Leipzig,Aldi,Dairy,1.59,11,17.49,2024,7
2023-10-28,Frankfurt,Lidl,Snacks,2.99,3,8.97,2023,10
2024-03-13,Berlin,Lidl,Snacks,0.84,16,13.44,2024,3
2023-04-10,Leipzig,Lidl,Snacks,1.18,6,7.08,2023,4
2024-12-25,Cologne,Aldi,Beverages,4.9,1,4.9,2024,12
2024-04-24,Cologne,Edeka,Household,2.19,8,17.52,2024,4
2024-02-19,Berlin,Lidl,Beverages,2.21,14,30.94,2024,2
2023-06-14,Frankfurt,REWE,Household,11.43,5,57.15,2023,6
2024-09-29,Frankfurt,Aldi,Beverages,4.48,13,58.24,2024,9
2023-10-29,Frankfurt,Edeka,Bakery,1.45,15,21.75,2023,10
2023-05-01,Stuttgart,Lidl,Dairy,3.73,14,52.22,2023,5
2023-03-29,Leipzig,REWE,Beverages,3.1,4,12.4,2023,3
2023-08-05,Cologne,Aldi,Dairy,3.39,6,20.34,2023,8
2024-07-26,Leipzig,Lidl,Produce,2.59,15,38.85,2024,7
2023-06-28,Cologne,REWE,Beverages,1.05,14,14.7,2023,6
2024-12-02,Frankfurt,Lidl,Snacks,0.71,6,4.26,2024,12
2023-06-12,Cologne,REWE,Snacks,3.47,17,58.99,2023,6
2024-08-15,Leipzig,Edeka,Produce,1.41,6,8.46,2024,8
2023-06-19,Munich,Aldi,Household,13.15,17,223.55,2023,6
2023-10-28,Leipzig,Edeka,Beverages,2.14,5,10.7,2023,10
2024-01-09,Cologne,Aldi,Snacks,1.97,13,25.61,2024,1
2024-12-08,Stuttgart,Aldi,Snacks,3.46,2,6.92,2024,12
2023-07-22,Frankfurt,Lidl,Household,3.74,20,74.8,2023,7
2023-02-16,Leipzig,Edeka,Produce,2.99,18,53.82,2023,2
2024-04-07,Hamburg,Aldi,Snacks,1.71,1,1.71,2024,4
2024-10-31,Frankfurt,REWE,Household,9.41,15,141.15,2024,10
2024-02-12,Hamburg,Lidl,Dairy,2.74,7,19.18,2024,2
2023-07-13,Cologne,REWE,Household,3.69,14,51.66,2023,7
2024-03-02,Cologne,REWE,Dairy,2.9,18,52.2,2024,3
2023-11-13,Stuttgart,REWE,Bakery,1.96,11,21.56,2023,11
2024-04-23,Hamburg,Lidl,Bakery,1.62,5,8.1,2024,4
2024-02-25,Leipzig,Edeka,Household,3.82,6,22.92,2024,2
2023-09-26,Frankfurt,REWE,Beverages,4.33,12,51.96,2023,9
2024-04-25,Berlin,REWE,Bakery,3.1,8,24.8,2024,4
2024-12-11,Leipzig,Aldi,Snacks,2.99,4,11.96,2024,12
2023-09-20,Berlin,Lidl,Household,12.63,17,214.71,2023,9
2024-03-01,Frankfurt,Edeka,Snacks,3.49,9,31.41,2024,3
2023-06-15,Cologne,Aldi,Beverages,2.2,17,37.4,2023,6
2024-11-22,Hamburg,Edeka,Bakery,2.61,16,41.76,2024,11
2024-03-03,Leipzig,REWE,Bakery,2.63,19,49.97,2024,3
2024-12-04,Hamburg,REWE,Snacks,2.2,19,41.8,2024,12
2024-02-01,Frankfurt,Lidl,Dairy,2.11,20,42.2,2024,2
2023-08-04,Frankfurt,REWE,Bakery,1.37,3,4.11,2023,8
2023-04-17,Munich,Lidl,Produce,3.09,16,49.44,2023,4
2023-04-08,Stuttgart,REWE,Snacks,1.12,17,19.04,2023,4
2024-04-26,Hamburg,REWE,Beverages,1.06,19,20.14,2024,4
2024-05-13,Stuttgart,Aldi,Bakery,2.92,5,14.6,2024,5
2023-08-18,Munich,REWE,Dairy,2.42,18,43.56,2023,8
2023-09-14,Cologne,Edeka,Snacks,3.39,7,23.73,2023,9
2023-02-12,Hamburg,Edeka,Bakery,1.89,8,15.12,2023,2
2023-08-30,Stuttgart,Aldi,Dairy,4.47,20,89.4,2023,8
2024-07-07,Frankfurt,Aldi,Household,2.12,16,33.92,2024,7
2023-04-05,Frankfurt,REWE,Dairy,1.02,14,14.28,2023,4
2023-07-07,Cologne,Aldi,Snacks,2.56,14,35.84,2023,7
2024-01-20,Stuttgart,Lidl,Bakery,2.83,2,5.66,2024,1
2024-02-04,Stuttgart,Aldi,Beverages,3.71,16,59.36,2024,2
2024-05-20,Berlin,Edeka,Bakery,1.42,11,15.62,2024,5
2023-06-16,Munich,Lidl,Household,3.23,9,29.07,2023,6
2023-05-05,Frankfurt,Edeka,Produce,0.77,16,12.32,2023,5
2024-11-03,Stuttgart,Aldi,Beverages,4.87,17,82.79,2024,11
2023-03-28,Leipzig,Aldi,Snacks,3.16,13,41.08,2023,3
2024-05-03,Hamburg,Aldi,Produce,4.19,17,71.23,2024,5
2023-08-14,Stuttgart,REWE,Produce,1.17,2,2.34,2023,8
2024-10-18,Hamburg,Edeka,Bakery,3.3,5,16.5,2024,10
2023-12-11,Leipzig,REWE,Dairy,4.43,16,70.88,2023,12
2024-06-01,Hamburg,REWE,Produce,3.26,8,26.08,2024,6
2023-01-31,Cologne,REWE,Household,6.99,19,132.81,2023,1
2024-12-09,Leipzig,Edeka,Snacks,0.96,19,18.24,2024,12
2023-10-23,Berlin,Lidl,Snacks,1.55,1,1.55,2023,10
2024-02-18,Munich,Aldi,Household,9.62,13,125.06,2024,2
2023-05-15,Hamburg,REWE,Household,7.44,4,29.76,2023,5
2024-06-08,Hamburg,Edeka,Dairy,2.7,5,13.5,2024,6
2023-01-04,Frankfurt,Edeka,Produce,3.58,20,71.6,2023,1
2023-06-27,Berlin,Aldi,Dairy,2.4,10,24.0,2023,6
2023-09-16,Frankfurt,REWE,Produce,1.37,14,19.18,2023,9
2024-10-13,Cologne,Lidl,Bakery,1.05,3,3.15,2024,10
2023-03-06,Cologne,Aldi,Snacks,1.87,3,5.61,2023,3
2023-12-29,Munich,Lidl,Household,13.44,16,215.04,2023,12
2024-12-17,Leipzig,REWE,Dairy,3.31,13,43.03,2024,12
2023-01-17,Cologne,Aldi,Produce,1.56,14,21.84,2023,1
2023-07-19,Leipzig,REWE,Produce,2.75,2,5.5,2023,7
2024-06-27,Munich,REWE,Household,4.83,8,38.64,2024,6
2023-07-31,Frankfurt,Edeka,Beverages,1.69,17,28.73,2023,7
2024-03-10,Hamburg,Lidl,Beverages,4.9,15,73.5,2024,3
2023-09-30,Hamburg,Lidl,Beverages,3.13,17,53.21,2023,9
2023-10-17,Leipzig,Aldi,Beverages,1.28,11,14.08,2023,10
2024-04-27,Berlin,REWE,Beverages,5.09,15,76.35,2024,4
2023-08-22,Cologne,Aldi,Beverages,5.68,6,34.08,2023,8
2024-02-12,Berlin,Aldi,Snacks,1.66,15,24.9,2024,2
2024-11-24,Berlin,REWE,Produce,2.73,4,10.92,2024,11
2023-05-26,Hamburg,Lidl,Snacks,2.82,9,25.38,2023,5
2024-07-15,Cologne,Aldi,Produce,0.67,20,13.4,2024,7
2024-03-05,Hamburg,Aldi,Beverages,5.58,13,72.54,2024,3
2024-03-07,Leipzig,Aldi,Household,14.98,5,74.9,2024,3
2024-09-06,Stuttgart,REWE,Household,8.57,13,111.41,2024,9
2024-06-28,Berlin,Aldi,Bakery,2.51,13,32.63,2024,6
2024-05-11,Cologne,Lidl,Dairy,2.72,4,10.88,2024,5
2023-03-30,Stuttgart,Edeka,Household,12.71,12,152.52,2023,3
2024-02-15,Stuttgart,Lidl,Dairy,2.74,18,49.32,2024,2
2023-08-29,Stuttgart,REWE,Snacks,2.53,10,25.3,2023,8
2023-08-11,Leipzig,Edeka,Beverages,4.25,8,34.0,2023,8
2024-10-26,Hamburg,REWE,Snacks,2.19,18,39.42,2024,10
2024-04-12,Munich,REWE,Dairy,4.23,10,42.3,2024,4
2024-07-22,Stuttgart,Edeka,Beverages,5.26,11,57.86,2024,7
2023-11-18,Munich,REWE,Dairy,1.06,6,6.36,2023,11
2024-01-10,Frankfurt,Lidl,Household,7.31,15,109.65,2024,1
2023-04-22,Frankfurt,Edeka,Produce,3.13,7,21.91,2023,4
2024-06-10,Cologne,REWE,Dairy,3.7,4,14.8,2024,6
2024-02-16,Frankfurt,Aldi,Produce,2.12,1,2.12,2024,2
2023-09-26,Leipzig,Lidl,Bakery,2.77,14,38.78,2023,9
2024-09-17,Cologne,Edeka,Beverages,3.18,10,31.8,2024,9
2023-09-09,Berlin,Edeka,Dairy,1.26,13,16.38,2023,9
2024-01-09,Munich,REWE,Dairy,4.48,15,67.2,2024,1
2024-10-15,Cologne,Edeka,Dairy,3.31,18,59.58,2024,10
2024-09-17,Leipzig,Edeka,Household,5.83,4,23.32,2024,9
2024-03-25,Leipzig,REWE,Dairy,3.23,18,58.14,2024,3
2024-06-20,Berlin,Aldi,Beverages,2.37,11,26.07,2024,6
2024-01-03,Munich,Lidl,Dairy,3.46,10,34.6,2024,1
2023-09-12,Hamburg,Lidl,Household,5.07,13,65.91,2023,9
2024-04-07,Berlin,Edeka,Snacks,3.41,14,47.74,2024,4
2023-09-25,Hamburg,Edeka,Produce,2.95,8,23.6,2023,9
2023-05-06,Frankfurt,Edeka,Produce,4.12,6,24.72,2023,5
2024-01-28,Leipzig,Aldi,Dairy,3.41,3,10.23,2024,1
2023-11-30,Cologne,Aldi,Bakery,3.58,12,42.96,2023,11
2024-07-18,Munich,REWE,Snacks,3.04,7,21.28,2024,7
2024-01-03,Leipzig,Aldi,Snacks,0.87,20,17.4,2024,1
2024-07-08,Frankfurt,Aldi,Household,5.84,20,116.8,2024,7
2024-11-08,Berlin,Aldi,Bakery,2.58,9,23.22,2024,11
2024-07-07,Leipzig,Lidl,Produce,4.25,8,34.0,2024,7
2024-03-31,Frankfurt,Edeka,Household,13.39,18,241.02,2024,3
2024-11-18,Hamburg,Lidl,Beverages,3.0,1,3.0,2024,11
2023-03-08,Leipzig,Aldi,Household,11.76,9,105.84,2023,3
2023-03-07,Hamburg,Edeka,Dairy,3.18,14,44.52,2023,3
2024-08-17,Stuttgart,Aldi,Produce,4.63,19,87.97,2024,8
2024-09-08,Cologne,Edeka,Beverages,5.33,16,85.28,2024,9
2024-02-04,Frankfurt,Lidl,Produce,1.61,9,14.49,2024,2
2023-10-14,Stuttgart,Aldi,Household,6.46,17,109.82,2023,10
2023-07-05,Munich,Aldi,Household,5.57,16,89.12,2023,7
2023-10-11,Hamburg,Lidl,Bakery,2.46,6,14.76,2023,10
2024-05-30,Berlin,Aldi,Bakery,1.02,7,7.14,2024,5
2024-10-11,Frankfurt,Edeka,Produce,2.12,15,31.8,2024,10
2024-11-21,Munich,Aldi,Produce,4.66,15,69.9,2024,11
2023-08-25,Munich,Lidl,Household,11.96,5,59.8,2023,8
2023-01-18,Leipzig,REWE,Beverages,2.66,7,18.62,2023,1
2024-02-18,Munich,Aldi,Dairy,2.43,11,26.73,2024,2
2023-01-09,Munich,Aldi,Snacks,2.69,14,37.66,2023,1
2024-02-24,Stuttgart,Aldi,Dairy,4.25,19,80.75,2024,2
2023-01-29,Hamburg,REWE,Household,12.03,8,96.24,2023,1
2024-10-17,Cologne,Edeka,Beverages,5.9,14,82.6,2024,10
2023-12-14,Frankfurt,Lidl,Beverages,5.96,15,89.4,2023,12
2024-10-22,Hamburg,Edeka,Produce,1.36,18,24.48,2024,10
2024-07-29,Leipzig,Edeka,Bakery,0.88,5,4.4,2024,7
2024-03-25,Cologne,Lidl,Household,12.89,4,51.56,2024,3
2024-01-15,Munich,Lidl,Household,13.6,16,217.6,2024,1
2024-11-29,Berlin,Edeka,Snacks,1.97,15,29.55,2024,11
2024-01-01,Munich,Lidl,Dairy,1.04,17,17.68,2024,1
2023-08-15,Cologne,Aldi,Snacks,1.18,18,21.24,2023,8
2023-04-28,Cologne,Edeka,Dairy,1.23,5,6.15,2023,4
2024-02-16,Berlin,Edeka,Household,4.31,4,17.24,2024,2
2023-12-22,Stuttgart,REWE,Dairy,1.1,7,7.7,2023,12
2023-09-11,Hamburg,REWE,Bakery,1.17,12,14.04,2023,9
2024-06-26,Stuttgart,Edeka,Household,11.19,18,201.42,2024,6
2024-11-03,Berlin,Lidl,Snacks,0.79,18,14.22,2024,11
2024-12-27,Munich,Lidl,Bakery,3.56,13,46.28,2024,12
2024-03-19,Frankfurt,Aldi,Beverages,5.17,19,98.23,2024,3
2024-11-11,Hamburg,Edeka,Produce,3.28,19,62.32,2024,11
2023-03-22,Frankfurt,Edeka,Produce,4.63,15,69.45,2023,3
2023-02-15,Leipzig,Lidl,Produce,0.9,8,7.2,2023,2
2023-02-18,Frankfurt,Edeka,Beverages,2.28,18,41.04,2023,2
2024-03-24,Hamburg,Lidl,Produce,2.66,7,18.62,2024,3
2024-02-11,Munich,Edeka,Beverages,1.68,13,21.84,2024,2
2023-10-10,Stuttgart,Lidl,Produce,3.32,10,33.2,2023,10
2024-04-17,Leipzig,Lidl,Dairy,3.88,3,11.64,2024,4
2024-02-20,Cologne,REWE,Household,13.04,12,156.48,2024,2
2024-08-22,Munich,Lidl,Household,5.91,6,35.46,2024,8
2023-05-01,Stuttgart,Lidl,Bakery,1.28,19,24.32,2023,5
2023-01-03,Cologne,Aldi,Household,12.12,2,24.24,2023,1
2023-11-12,Cologne,Lidl,Beverages,2.77,19,52.63,2023,11
2024-04-04,Hamburg,Lidl,Household,10.5,20,210.0,2024,4
2023-08-15,Hamburg,Aldi,Household,3.03,18,54.54,2023,8
2023-03-20,Berlin,Edeka,Beverages,3.45,7,24.15,2023,3
2024-10-18,Stuttgart,Aldi,Bakery,1.76,20,35.2,2024,10
2024-06-27,Leipzig,Lidl,Dairy,3.31,19,62.89,2024,6
2024-12-23,Frankfurt,Edeka,Bakery,2.76,9,24.84,2024,12
2023-03-12,Frankfurt,Edeka,Beverages,3.27,18,58.86,2023,3
2023-07-16,Frankfurt,Aldi,Household,14.13,19,268.47,2023,7
2023-02-27,Frankfurt,Aldi,Produce,2.95,19,56.05,2023,2
2024-02-28,Berlin,Lidl,Produce,0.56,14,7.84,2024,2
2024-04-13,Cologne,REWE,Dairy,2.74,12,32.88,2024,4
2024-09-15,Berlin,Edeka,Beverages,1.31,6,7.86,2024,9
2023-02-17,Stuttgart,Aldi,Beverages,5.81,8,46.48,2023,2
2024-03-10,Leipzig,Lidl,Household,11.64,5,58.2,2024,3
2023-07-04,Hamburg,Aldi,Dairy,0.83,17,14.11,2023,7
2023-06-14,Munich,REWE,Snacks,2.07,10,20.7,2023,6
2024-12-27,Cologne,REWE,Dairy,4.29,17,72.93,2024,12
2023-11-27,Cologne,Lidl,Bakery,3.35,13,43.55,2023,11
2023-11-26,Berlin,REWE,Bakery,1.67,20,33.4,2023,11
2023-05-01,Hamburg,Edeka,Snacks,2.59,3,7.77,2023,5
2023-08-01,Hamburg,Lidl,Bakery,3.26,1,3.26,2023,8
2024-05-21,Stuttgart,Lidl,Dairy,3.2,19,60.8,2024,5
2024-07-06,Leipzig,Edeka,Bakery,3.67,1,3.67,2024,7
2023-06-17,Cologne,Aldi,Dairy,1.67,18,30.06,2023,6
2024-06-29,Berlin,Lidl,Bakery,3.19,8,25.52,2024,6
2024-03-02,Frankfurt,Aldi,Bakery,2.73,1,2.73,2024,3
2024-12-09,Cologne,Edeka,Produce,4.85,3,14.55,2024,12
2024-12-03,Frankfurt,Edeka,Produce,3.58,20,71.6,2024,12
2023-08-09,Munich,Aldi,Dairy,2.4,8,19.2,2023,8
2023-01-10,Hamburg,Aldi,Snacks,1.03,5,5.15,2023,1
2023-04-30,Cologne,Aldi,Produce,3.36,12,40.32,2023,4
2024-09-26,Munich,Lidl,Dairy,4.35,10,43.5,2024,9
2023-09-04,Frankfurt,REWE,Dairy,2.03,17,34.51,2023,9
2023-12-26,Cologne,Lidl,Household,10.55,6,63.3,2023,12
2023-08-09,Munich,REWE,Produce,4.04,3,12.12,2023,8
2024-05-20,Cologne,Lidl,Household,13.38,16,214.08,2024,5
2023-02-27,Munich,Aldi,Snacks,2.84,12,34.08,2023,2
2024-04-04,Munich,Aldi,Bakery,2.13,4,8.52,2024,4
2023-05-08,Frankfurt,Lidl,Snacks,0.72,15,10.8,2023,5
2024-11-29,Hamburg,Edeka,Household,9.66,3,28.98,2024,11
2024-12-17,Berlin,REWE,Produce,2.99,17,50.83,2024,12
2023-03-27,Munich,Lidl,Household,7.5,6,45.0,2023,3
2023-04-14,Hamburg,Lidl,Dairy,3.14,15,47.1,2023,4
2023-05-23,Stuttgart,REWE,Produce,0.69,19,13.11,2023,5
2023-07-24,Berlin,Aldi,Produce,4.59,16,73.44,2023,7
2024-10-02,Frankfurt,Aldi,Produce,1.87,18,33.66,2024,10
2023-02-07,Cologne,Aldi,Produce,1.05,14,14.7,2023,2
2023-12-29,Hamburg,Edeka,Snacks,1.25,4,5.0,2023,12
2024-09-12,Leipzig,REWE,Beverages,3.99,18,71.82,2024,9
2023-11-05,Cologne,Aldi,Produce,4.0,17,68.0,2023,11
2023-02-21,Cologne,Edeka,Snacks,1.14,6,6.84,2023,2
2023-01-01,Berlin,Aldi,Snacks,2.61,13,33.93,2023,1
2023-01-11,Stuttgart,Edeka,Produce,1.18,12,14.16,2023,1
2024-10-01,Hamburg,Edeka,Snacks,2.71,15,40.65,2024,10
2023-08-02,Munich,Aldi,Produce,3.6,6,21.6,2023,8
2024-07-09,Stuttgart,Edeka,Dairy,3.98,15,59.7,2024,7
2024-06-01,Berlin,REWE,Bakery,2.94,16,47.04,2024,6
2024-10-29,Hamburg,REWE,Snacks,0.89,17,15.13,2024,10
2024-02-19,Munich,Aldi,Beverages,5.22,19,99.18,2024,2
2023-01-08,Leipzig,Lidl,Beverages,4.27,8,34.16,2023,1
2023-01-05,Leipzig,Edeka,Dairy,1.58,5,7.9,2023,1
2023-12-28,Cologne,Lidl,Snacks,3.33,10,33.3,2023,12
2024-11-24,Frankfurt,Aldi,Dairy,4.05,14,56.7,2024,11
2023-04-22,Frankfurt,REWE,Beverages,3.12,2,6.24,2023,4
2023-09-30,Berlin,Aldi,Dairy,2.99,15,44.85,2023,9
2024-02-26,Stuttgart,Aldi,Household,10.71,7,74.97,2024,2
2023-09-22,Leipzig,Edeka,Produce,4.3,15,64.5,2023,9
2024-04-02,Munich,Edeka,Bakery,1.94,18,34.92,2024,4
2023-07-31,Munich,Lidl,Produce,3.55,2,7.1,2023,7
2023-03-19,Frankfurt,Lidl,Household,11.23,16,179.68,2023,3
2024-10-27,Munich,Aldi,Snacks,1.73,3,5.19,2024,10
2023-08-09,Hamburg,Edeka,Household,7.52,18,135.36,2023,8
2024-01-04,Hamburg,Aldi,Beverages,3.12,3,9.36,2024,1
2023-12-13,Frankfurt,Edeka,Snacks,1.84,10,18.4,2023,12
2023-01-25,Cologne,REWE,Dairy,2.8,10,28.0,2023,1
2024-02-24,Cologne,Edeka,Household,2.59,15,38.85,2024,2
2023-12-20,Cologne,Lidl,Bakery,3.99,3,11.97,2023,12
2024-12-20,Frankfurt,Aldi,Produce,1.88,16,30.08,2024,12
2024-02-21,Berlin,Edeka,Household,9.03,3,27.09,2024,2
2024-05-29,Leipzig,Lidl,Produce,1.79,3,5.37,2024,5
2023-08-03,Leipzig,Lidl,Household,14.17,19,269.23,2023,8
2023-04-22,Munich,Aldi,Bakery,3.92,14,54.88,2023,4
2024-12-04,Hamburg,Lidl,Bakery,3.94,2,7.88,2024,12
2024-07-12,Stuttgart,Aldi,Dairy,2.41,5,12.05,2024,7
2024-03-03,Leipzig,Aldi,Produce,3.22,1,3.22,2024,3
2024-11-29,Hamburg,Edeka,Beverages,5.11,3,15.33,2024,11
2024-07-15,Stuttgart,REWE,Bakery,1.29,9,11.61,2024,7
2024-12-09,Berlin,Edeka,Dairy,2.21,16,35.36,2024,12
2023-08-04,Munich,Lidl,Bakery,1.78,18,32.04,2023,8
2024-02-17,Cologne,REWE,Household,8.34,6,50.04,2024,2
2024-01-15,Stuttgart,Lidl,Household,12.37,2,24.74,2024,1
2024-08-24,Hamburg,REWE,Snacks,2.46,19,46.74,2024,8
2023-08-20,Leipzig,Aldi,Bakery,1.17,1,1.17,2023,8
2023-09-15,Leipzig,Lidl,Snacks,1.27,8,10.16,2023,9
2024-10-26,Cologne,REWE,Snacks,1.07,8,8.56,2024,10
2023-09-13,Cologne,Edeka,Beverages,2.09,20,41.8,2023,9
2024-02-07,Frankfurt,Aldi,Snacks,0.79,20,15.8,2024,2
2024-02-28,Frankfurt,Aldi,Snacks,3.17,12,38.04,2024,2
2023-03-06,Munich,Lidl,Snacks,3.06,15,45.9,2023,3
2023-07-09,Hamburg,Lidl,Bakery,2.58,12,30.96,2023,7
2024-08-25,Frankfurt,REWE,Household,12.01,4,48.04,2024,8
2023-06-22,Munich,Aldi,Household,15.0,19,285.0,2023,6
2024-09-19,Berlin,Aldi,Bakery,2.66,2,5.32,2024,9
2024-07-14,Cologne,Lidl,Dairy,3.07,16,49.12,2024,7
2023-08-15,Hamburg,Aldi,Produce,4.39,1,4.39,2023,8
2024-08-03,Hamburg,Edeka,Beverages,3.65,6,21.9,2024,8
2024-01-23,Munich,REWE,Bakery,0.96,7,6.72,2024,1
2024-02-05,Frankfurt,Aldi,Dairy,2.08,2,4.16,2024,2
2024-09-29,Cologne,Aldi,Dairy,3.46,19,65.74,2024,9
2023-08-01,Cologne,Aldi,Beverages,4.52,4,18.08,2023,8
2023-02-22,Hamburg,REWE,Dairy,4.48,20,89.6,2023,2
2024-09-15,Hamburg,Lidl,Household,11.64,15,174.6,2024,9
2024-11-01,Cologne,Edeka,Household,2.93,20,58.6,2024,11
2024-10-23,Berlin,Lidl,Household,14.41,9,129.69,2024,10
2023-05-19,Munich,Aldi,Bakery,0.9,12,10.8,2023,5
2024-02-22,Berlin,Edeka,Household,10.37,14,145.18,2024,2
2024-09-16,Frankfurt,Aldi,Household,5.33,6,31.98,2024,9
2023-05-23,Berlin,REWE,Snacks,1.39,1,1.39,2023,5
2024-05-23,Berlin,REWE,Bakery,2.62,5,13.1,2024,5
2024-10-11,Frankfurt,REWE,Dairy,0.91,16,14.56,2024,10
2024-04-30,Stuttgart,Aldi,Produce,1.76,20,35.2,2024,4
2024-03-12,Leipzig,Lidl,Household,5.04,15,75.6,2024,3
2024-06-26,Leipzig,Lidl,Produce,2.32,11,25.52,2024,6
2023-10-20,Stuttgart,Aldi,Snacks,0.82,13,10.66,2023,10
2024-09-11,Munich,Aldi,Household,6.22,8,49.76,2024,9
2023-10-11,Leipzig,Edeka,Dairy,1.46,16,23.36,2023,10
2024-11-01,Cologne,REWE,Snacks,1.28,9,11.52,2024,11
2023-01-14,Berlin,Lidl,Household,12.79,8,102.32,2023,1
2024-09-25,Munich,Lidl,Snacks,3.48,17,59.16,2024,9
2024-12-27,Frankfurt,Edeka,Snacks,1.93,9,17.37,2024,12
2023-09-29,Leipzig,Edeka,Household,3.25,16,52.0,2023,9
2023-01-25,Stuttgart,Aldi,Produce,3.99,4,15.96,2023,1
2023-11-18,Munich,Aldi,Beverages,5.17,20,103.4,2023,11
2024-11-11,Stuttgart,Aldi,Dairy,1.89,5,9.45,2024,11
2023-04-13,Berlin,REWE,Snacks,1.97,15,29.55,2023,4
2023-02-09,Cologne,Lidl,Household,6.61,17,112.37,2023,2
2023-08-23,Frankfurt,Edeka,Snacks,3.42,3,10.26,2023,8
2023-03-30,Frankfurt,Lidl,Bakery,3.51,19,66.69,2023,3
2023-04-10,Berlin,Aldi,Bakery,1.67,7,11.69,2023,4
2023-05-24,Stuttgart,REWE,Bakery,2.94,7,20.58,2023,5
2023-03-23,Munich,Lidl,Dairy,3.1,17,52.7,2023,3
